Ground Truth Label,Ground Truth Name,Ground Truth Image Path,Predict Label,right?(1),Accuracy
257,GREATOR SAGE GROUSE,/kaggle/input/100-bird-species/test/GREATOR SAGE GROUSE/5.jpg,257,1,
257,GREATOR SAGE GROUSE,/kaggle/input/100-bird-species/test/GREATOR SAGE GROUSE/4.jpg,257,1,
257,GREATOR SAGE GROUSE,/kaggle/input/100-bird-species/test/GREATOR SAGE GROUSE/2.jpg,257,1,
258,GREEN BROADBILL,/kaggle/input/100-bird-species/test/GREEN BROADBILL/2.jpg,258,1,
258,GREEN BROADBILL,/kaggle/input/100-bird-species/test/GREEN BROADBILL/1.jpg,258,1,
258,GREEN BROADBILL,/kaggle/input/100-bird-species/test/GREEN BROADBILL/3.jpg,258,1,
258,GREEN BROADBILL,/kaggle/input/100-bird-species/test/GREEN BROADBILL/4.jpg,258,1,
258,GREEN BROADBILL,/kaggle/input/100-bird-species/test/GREEN BROADBILL/5.jpg,258,1,
259,GREEN JAY,/kaggle/input/100-bird-species/test/GREEN JAY/3.jpg,259,1,
259,GREEN JAY,/kaggle/input/100-bird-species/test/GREEN JAY/4.jpg,259,1,
259,GREEN JAY,/kaggle/input/100-bird-species/test/GREEN JAY/5.jpg,259,1,
259,GREEN JAY,/kaggle/input/100-bird-species/test/GREEN JAY/1.jpg,259,1,
259,GREEN JAY,/kaggle/input/100-bird-species/test/GREEN JAY/2.jpg,259,1,
260,GREEN MAGPIE,/kaggle/input/100-bird-species/test/GREEN MAGPIE/4.jpg,260,1,
260,GREEN MAGPIE,/kaggle/input/100-bird-species/test/GREEN MAGPIE/3.jpg,260,1,
260,GREEN MAGPIE,/kaggle/input/100-bird-species/test/GREEN MAGPIE/5.jpg,260,1,
260,GREEN MAGPIE,/kaggle/input/100-bird-species/test/GREEN MAGPIE/1.jpg,260,1,
260,GREEN MAGPIE,/kaggle/input/100-bird-species/test/GREEN MAGPIE/2.jpg,260,1,
261,GREEN WINGED DOVE,/kaggle/input/100-bird-species/test/GREEN WINGED DOVE/5.jpg,261,1,
261,GREEN WINGED DOVE,/kaggle/input/100-bird-species/test/GREEN WINGED DOVE/2.jpg,261,1,
261,GREEN WINGED DOVE,/kaggle/input/100-bird-species/test/GREEN WINGED DOVE/1.jpg,261,1,
261,GREEN WINGED DOVE,/kaggle/input/100-bird-species/test/GREEN WINGED DOVE/4.jpg,261,1,
261,GREEN WINGED DOVE,/kaggle/input/100-bird-species/test/GREEN WINGED DOVE/3.jpg,261,1,
262,GREY CUCKOOSHRIKE,/kaggle/input/100-bird-species/test/GREY CUCKOOSHRIKE/5.jpg,262,1,
262,GREY CUCKOOSHRIKE,/kaggle/input/100-bird-species/test/GREY CUCKOOSHRIKE/4.jpg,262,1,
262,GREY CUCKOOSHRIKE,/kaggle/input/100-bird-species/test/GREY CUCKOOSHRIKE/3.jpg,262,1,
262,GREY CUCKOOSHRIKE,/kaggle/input/100-bird-species/test/GREY CUCKOOSHRIKE/2.jpg,262,1,
262,GREY CUCKOOSHRIKE,/kaggle/input/100-bird-species/test/GREY CUCKOOSHRIKE/1.jpg,262,1,
263,GREY HEADED FISH EAGLE,/kaggle/input/100-bird-species/test/GREY HEADED FISH EAGLE/4.jpg,263,1,
263,GREY HEADED FISH EAGLE,/kaggle/input/100-bird-species/test/GREY HEADED FISH EAGLE/3.jpg,263,1,
263,GREY HEADED FISH EAGLE,/kaggle/input/100-bird-species/test/GREY HEADED FISH EAGLE/1.jpg,263,1,
263,GREY HEADED FISH EAGLE,/kaggle/input/100-bird-species/test/GREY HEADED FISH EAGLE/5.jpg,263,1,
263,GREY HEADED FISH EAGLE,/kaggle/input/100-bird-species/test/GREY HEADED FISH EAGLE/2.jpg,263,1,
264,GREY PLOVER,/kaggle/input/100-bird-species/test/GREY PLOVER/5.jpg,264,1,
264,GREY PLOVER,/kaggle/input/100-bird-species/test/GREY PLOVER/4.jpg,264,1,
264,GREY PLOVER,/kaggle/input/100-bird-species/test/GREY PLOVER/3.jpg,264,1,
264,GREY PLOVER,/kaggle/input/100-bird-species/test/GREY PLOVER/2.jpg,264,1,
264,GREY PLOVER,/kaggle/input/100-bird-species/test/GREY PLOVER/1.jpg,264,1,
265,GROVED BILLED ANI,/kaggle/input/100-bird-species/test/GROVED BILLED ANI/4.jpg,265,1,
265,GROVED BILLED ANI,/kaggle/input/100-bird-species/test/GROVED BILLED ANI/5.jpg,265,1,
265,GROVED BILLED ANI,/kaggle/input/100-bird-species/test/GROVED BILLED ANI/3.jpg,265,1,
265,GROVED BILLED ANI,/kaggle/input/100-bird-species/test/GROVED BILLED ANI/1.jpg,265,1,
265,GROVED BILLED ANI,/kaggle/input/100-bird-species/test/GROVED BILLED ANI/2.jpg,265,1,
266,GUINEA TURACO,/kaggle/input/100-bird-species/test/GUINEA TURACO/5.jpg,266,1,
266,GUINEA TURACO,/kaggle/input/100-bird-species/test/GUINEA TURACO/4.jpg,266,1,
266,GUINEA TURACO,/kaggle/input/100-bird-species/test/GUINEA TURACO/3.jpg,266,1,
266,GUINEA TURACO,/kaggle/input/100-bird-species/test/GUINEA TURACO/2.jpg,266,1,
266,GUINEA TURACO,/kaggle/input/100-bird-species/test/GUINEA TURACO/1.jpg,266,1,
267,GUINEAFOWL,/kaggle/input/100-bird-species/test/GUINEAFOWL/3.jpg,267,1,
267,GUINEAFOWL,/kaggle/input/100-bird-species/test/GUINEAFOWL/4.jpg,267,1,
267,GUINEAFOWL,/kaggle/input/100-bird-species/test/GUINEAFOWL/2.jpg,267,1,
267,GUINEAFOWL,/kaggle/input/100-bird-species/test/GUINEAFOWL/1.jpg,267,1,
267,GUINEAFOWL,/kaggle/input/100-bird-species/test/GUINEAFOWL/5.jpg,267,1,
268,GURNEYS PITTA,/kaggle/input/100-bird-species/test/GURNEYS PITTA/5.jpg,268,1,
268,GURNEYS PITTA,/kaggle/input/100-bird-species/test/GURNEYS PITTA/4.jpg,268,1,
268,GURNEYS PITTA,/kaggle/input/100-bird-species/test/GURNEYS PITTA/3.jpg,268,1,
268,GURNEYS PITTA,/kaggle/input/100-bird-species/test/GURNEYS PITTA/2.jpg,268,1,
268,GURNEYS PITTA,/kaggle/input/100-bird-species/test/GURNEYS PITTA/1.jpg,268,1,
269,GYRFALCON,/kaggle/input/100-bird-species/test/GYRFALCON/3.jpg,269,1,
269,GYRFALCON,/kaggle/input/100-bird-species/test/GYRFALCON/4.jpg,269,1,
269,GYRFALCON,/kaggle/input/100-bird-species/test/GYRFALCON/1.jpg,269,1,
269,GYRFALCON,/kaggle/input/100-bird-species/test/GYRFALCON/2.jpg,269,1,
269,GYRFALCON,/kaggle/input/100-bird-species/test/GYRFALCON/5.jpg,269,1,
270,HAMERKOP,/kaggle/input/100-bird-species/test/HAMERKOP/5.jpg,270,1,
270,HAMERKOP,/kaggle/input/100-bird-species/test/HAMERKOP/4.jpg,270,1,
270,HAMERKOP,/kaggle/input/100-bird-species/test/HAMERKOP/3.jpg,270,1,
270,HAMERKOP,/kaggle/input/100-bird-species/test/HAMERKOP/2.jpg,270,1,
270,HAMERKOP,/kaggle/input/100-bird-species/test/HAMERKOP/1.jpg,270,1,
271,HARLEQUIN DUCK,/kaggle/input/100-bird-species/test/HARLEQUIN DUCK/4.jpg,271,1,
271,HARLEQUIN DUCK,/kaggle/input/100-bird-species/test/HARLEQUIN DUCK/5.jpg,271,1,
271,HARLEQUIN DUCK,/kaggle/input/100-bird-species/test/HARLEQUIN DUCK/2.jpg,271,1,
271,HARLEQUIN DUCK,/kaggle/input/100-bird-species/test/HARLEQUIN DUCK/1.jpg,271,1,
271,HARLEQUIN DUCK,/kaggle/input/100-bird-species/test/HARLEQUIN DUCK/3.jpg,271,1,
272,HARLEQUIN QUAIL,/kaggle/input/100-bird-species/test/HARLEQUIN QUAIL/5.jpg,272,1,
272,HARLEQUIN QUAIL,/kaggle/input/100-bird-species/test/HARLEQUIN QUAIL/4.jpg,272,1,
272,HARLEQUIN QUAIL,/kaggle/input/100-bird-species/test/HARLEQUIN QUAIL/3.jpg,272,1,
272,HARLEQUIN QUAIL,/kaggle/input/100-bird-species/test/HARLEQUIN QUAIL/2.jpg,272,1,
272,HARLEQUIN QUAIL,/kaggle/input/100-bird-species/test/HARLEQUIN QUAIL/1.jpg,272,1,
273,HARPY EAGLE,/kaggle/input/100-bird-species/test/HARPY EAGLE/2.jpg,273,1,
273,HARPY EAGLE,/kaggle/input/100-bird-species/test/HARPY EAGLE/1.jpg,273,1,
273,HARPY EAGLE,/kaggle/input/100-bird-species/test/HARPY EAGLE/3.jpg,273,1,
273,HARPY EAGLE,/kaggle/input/100-bird-species/test/HARPY EAGLE/4.jpg,273,1,
273,HARPY EAGLE,/kaggle/input/100-bird-species/test/HARPY EAGLE/5.jpg,273,1,
274,HAWAIIAN GOOSE,/kaggle/input/100-bird-species/test/HAWAIIAN GOOSE/5.jpg,274,1,
274,HAWAIIAN GOOSE,/kaggle/input/100-bird-species/test/HAWAIIAN GOOSE/4.jpg,274,1,
274,HAWAIIAN GOOSE,/kaggle/input/100-bird-species/test/HAWAIIAN GOOSE/3.jpg,274,1,
274,HAWAIIAN GOOSE,/kaggle/input/100-bird-species/test/HAWAIIAN GOOSE/2.jpg,274,1,
274,HAWAIIAN GOOSE,/kaggle/input/100-bird-species/test/HAWAIIAN GOOSE/1.jpg,274,1,
275,HAWFINCH,/kaggle/input/100-bird-species/test/HAWFINCH/3.jpg,275,1,
275,HAWFINCH,/kaggle/input/100-bird-species/test/HAWFINCH/4.jpg,275,1,
275,HAWFINCH,/kaggle/input/100-bird-species/test/HAWFINCH/2.jpg,275,1,
275,HAWFINCH,/kaggle/input/100-bird-species/test/HAWFINCH/1.jpg,275,1,
275,HAWFINCH,/kaggle/input/100-bird-species/test/HAWFINCH/5.jpg,275,1,
276,HELMET VANGA,/kaggle/input/100-bird-species/test/HELMET VANGA/5.jpg,276,1,
276,HELMET VANGA,/kaggle/input/100-bird-species/test/HELMET VANGA/4.jpg,276,1,
276,HELMET VANGA,/kaggle/input/100-bird-species/test/HELMET VANGA/3.jpg,276,1,
276,HELMET VANGA,/kaggle/input/100-bird-species/test/HELMET VANGA/2.jpg,276,1,
276,HELMET VANGA,/kaggle/input/100-bird-species/test/HELMET VANGA/1.jpg,276,1,
277,HEPATIC TANAGER,/kaggle/input/100-bird-species/test/HEPATIC TANAGER/1.jpg,277,1,
277,HEPATIC TANAGER,/kaggle/input/100-bird-species/test/HEPATIC TANAGER/2.jpg,277,1,
277,HEPATIC TANAGER,/kaggle/input/100-bird-species/test/HEPATIC TANAGER/5.jpg,277,1,
277,HEPATIC TANAGER,/kaggle/input/100-bird-species/test/HEPATIC TANAGER/4.jpg,277,1,
277,HEPATIC TANAGER,/kaggle/input/100-bird-species/test/HEPATIC TANAGER/3.jpg,277,1,
278,HIMALAYAN BLUETAIL,/kaggle/input/100-bird-species/test/HIMALAYAN BLUETAIL/5.jpg,278,1,
278,HIMALAYAN BLUETAIL,/kaggle/input/100-bird-species/test/HIMALAYAN BLUETAIL/4.jpg,278,1,
278,HIMALAYAN BLUETAIL,/kaggle/input/100-bird-species/test/HIMALAYAN BLUETAIL/3.jpg,278,1,
278,HIMALAYAN BLUETAIL,/kaggle/input/100-bird-species/test/HIMALAYAN BLUETAIL/2.jpg,278,1,
278,HIMALAYAN BLUETAIL,/kaggle/input/100-bird-species/test/HIMALAYAN BLUETAIL/1.jpg,278,1,
279,HIMALAYAN MONAL,/kaggle/input/100-bird-species/test/HIMALAYAN MONAL/1.jpg,279,1,
279,HIMALAYAN MONAL,/kaggle/input/100-bird-species/test/HIMALAYAN MONAL/2.jpg,279,1,
279,HIMALAYAN MONAL,/kaggle/input/100-bird-species/test/HIMALAYAN MONAL/3.jpg,279,1,
279,HIMALAYAN MONAL,/kaggle/input/100-bird-species/test/HIMALAYAN MONAL/5.jpg,279,1,
279,HIMALAYAN MONAL,/kaggle/input/100-bird-species/test/HIMALAYAN MONAL/4.jpg,279,1,
280,HOATZIN,/kaggle/input/100-bird-species/test/HOATZIN/5.jpg,280,1,
280,HOATZIN,/kaggle/input/100-bird-species/test/HOATZIN/4.jpg,280,1,
280,HOATZIN,/kaggle/input/100-bird-species/test/HOATZIN/3.jpg,280,1,
280,HOATZIN,/kaggle/input/100-bird-species/test/HOATZIN/2.jpg,280,1,
280,HOATZIN,/kaggle/input/100-bird-species/test/HOATZIN/1.jpg,280,1,
281,HOODED MERGANSER,/kaggle/input/100-bird-species/test/HOODED MERGANSER/3.jpg,281,1,
281,HOODED MERGANSER,/kaggle/input/100-bird-species/test/HOODED MERGANSER/5.jpg,281,1,
281,HOODED MERGANSER,/kaggle/input/100-bird-species/test/HOODED MERGANSER/4.jpg,281,1,
281,HOODED MERGANSER,/kaggle/input/100-bird-species/test/HOODED MERGANSER/1.jpg,281,1,
281,HOODED MERGANSER,/kaggle/input/100-bird-species/test/HOODED MERGANSER/2.jpg,281,1,
282,HOOPOES,/kaggle/input/100-bird-species/test/HOOPOES/5.jpg,282,1,
282,HOOPOES,/kaggle/input/100-bird-species/test/HOOPOES/4.jpg,282,1,
282,HOOPOES,/kaggle/input/100-bird-species/test/HOOPOES/3.jpg,282,1,
282,HOOPOES,/kaggle/input/100-bird-species/test/HOOPOES/2.jpg,282,1,
282,HOOPOES,/kaggle/input/100-bird-species/test/HOOPOES/1.jpg,282,1,
283,HORNED GUAN,/kaggle/input/100-bird-species/test/HORNED GUAN/4.jpg,283,1,
283,HORNED GUAN,/kaggle/input/100-bird-species/test/HORNED GUAN/5.jpg,283,1,
283,HORNED GUAN,/kaggle/input/100-bird-species/test/HORNED GUAN/2.jpg,283,1,
283,HORNED GUAN,/kaggle/input/100-bird-species/test/HORNED GUAN/1.jpg,283,1,
283,HORNED GUAN,/kaggle/input/100-bird-species/test/HORNED GUAN/3.jpg,283,1,
284,HORNED LARK,/kaggle/input/100-bird-species/test/HORNED LARK/5.jpg,284,1,
284,HORNED LARK,/kaggle/input/100-bird-species/test/HORNED LARK/4.jpg,284,1,
284,HORNED LARK,/kaggle/input/100-bird-species/test/HORNED LARK/3.jpg,284,1,
284,HORNED LARK,/kaggle/input/100-bird-species/test/HORNED LARK/2.jpg,284,1,
284,HORNED LARK,/kaggle/input/100-bird-species/test/HORNED LARK/1.jpg,284,1,
285,HORNED SUNGEM,/kaggle/input/100-bird-species/test/HORNED SUNGEM/3.jpg,285,1,
285,HORNED SUNGEM,/kaggle/input/100-bird-species/test/HORNED SUNGEM/4.jpg,285,1,
285,HORNED SUNGEM,/kaggle/input/100-bird-species/test/HORNED SUNGEM/5.jpg,285,1,
285,HORNED SUNGEM,/kaggle/input/100-bird-species/test/HORNED SUNGEM/1.jpg,285,1,
285,HORNED SUNGEM,/kaggle/input/100-bird-species/test/HORNED SUNGEM/2.jpg,285,1,
286,HOUSE FINCH,/kaggle/input/100-bird-species/test/HOUSE FINCH/5.jpg,286,1,
286,HOUSE FINCH,/kaggle/input/100-bird-species/test/HOUSE FINCH/4.jpg,286,1,
286,HOUSE FINCH,/kaggle/input/100-bird-species/test/HOUSE FINCH/3.jpg,286,1,
286,HOUSE FINCH,/kaggle/input/100-bird-species/test/HOUSE FINCH/2.jpg,286,1,
286,HOUSE FINCH,/kaggle/input/100-bird-species/test/HOUSE FINCH/1.jpg,286,1,
287,HOUSE SPARROW,/kaggle/input/100-bird-species/test/HOUSE SPARROW/3.jpg,287,1,
287,HOUSE SPARROW,/kaggle/input/100-bird-species/test/HOUSE SPARROW/4.jpg,287,1,
287,HOUSE SPARROW,/kaggle/input/100-bird-species/test/HOUSE SPARROW/2.jpg,287,1,
287,HOUSE SPARROW,/kaggle/input/100-bird-species/test/HOUSE SPARROW/1.jpg,287,1,
287,HOUSE SPARROW,/kaggle/input/100-bird-species/test/HOUSE SPARROW/5.jpg,287,1,
288,HYACINTH MACAW,/kaggle/input/100-bird-species/test/HYACINTH MACAW/5.jpg,288,1,
288,HYACINTH MACAW,/kaggle/input/100-bird-species/test/HYACINTH MACAW/4.jpg,288,1,
288,HYACINTH MACAW,/kaggle/input/100-bird-species/test/HYACINTH MACAW/3.jpg,288,1,
288,HYACINTH MACAW,/kaggle/input/100-bird-species/test/HYACINTH MACAW/2.jpg,288,1,
288,HYACINTH MACAW,/kaggle/input/100-bird-species/test/HYACINTH MACAW/1.jpg,288,1,
289,IBERIAN MAGPIE,/kaggle/input/100-bird-species/test/IBERIAN MAGPIE/2.jpg,289,1,
289,IBERIAN MAGPIE,/kaggle/input/100-bird-species/test/IBERIAN MAGPIE/1.jpg,289,1,
289,IBERIAN MAGPIE,/kaggle/input/100-bird-species/test/IBERIAN MAGPIE/3.jpg,289,1,
289,IBERIAN MAGPIE,/kaggle/input/100-bird-species/test/IBERIAN MAGPIE/5.jpg,289,1,
289,IBERIAN MAGPIE,/kaggle/input/100-bird-species/test/IBERIAN MAGPIE/4.jpg,289,1,
290,IBISBILL,/kaggle/input/100-bird-species/test/IBISBILL/3.jpg,290,1,
290,IBISBILL,/kaggle/input/100-bird-species/test/IBISBILL/2.jpg,290,1,
290,IBISBILL,/kaggle/input/100-bird-species/test/IBISBILL/5.jpg,290,1,
290,IBISBILL,/kaggle/input/100-bird-species/test/IBISBILL/4.jpg,290,1,
290,IBISBILL,/kaggle/input/100-bird-species/test/IBISBILL/1.jpg,290,1,
291,IMPERIAL SHAQ,/kaggle/input/100-bird-species/test/IMPERIAL SHAQ/5.jpg,291,1,
291,IMPERIAL SHAQ,/kaggle/input/100-bird-species/test/IMPERIAL SHAQ/4.jpg,291,1,
291,IMPERIAL SHAQ,/kaggle/input/100-bird-species/test/IMPERIAL SHAQ/2.jpg,291,1,
291,IMPERIAL SHAQ,/kaggle/input/100-bird-species/test/IMPERIAL SHAQ/1.jpg,291,1,
291,IMPERIAL SHAQ,/kaggle/input/100-bird-species/test/IMPERIAL SHAQ/3.jpg,291,1,
292,INCA TERN,/kaggle/input/100-bird-species/test/INCA TERN/2.jpg,292,1,
292,INCA TERN,/kaggle/input/100-bird-species/test/INCA TERN/1.jpg,292,1,
292,INCA TERN,/kaggle/input/100-bird-species/test/INCA TERN/3.jpg,292,1,
292,INCA TERN,/kaggle/input/100-bird-species/test/INCA TERN/5.jpg,292,1,
292,INCA TERN,/kaggle/input/100-bird-species/test/INCA TERN/4.jpg,292,1,
293,INDIAN BUSTARD,/kaggle/input/100-bird-species/test/INDIAN BUSTARD/1.jpg,293,1,
293,INDIAN BUSTARD,/kaggle/input/100-bird-species/test/INDIAN BUSTARD/2.jpg,293,1,
293,INDIAN BUSTARD,/kaggle/input/100-bird-species/test/INDIAN BUSTARD/3.jpg,293,1,
293,INDIAN BUSTARD,/kaggle/input/100-bird-species/test/INDIAN BUSTARD/5.jpg,293,1,
293,INDIAN BUSTARD,/kaggle/input/100-bird-species/test/INDIAN BUSTARD/4.jpg,293,1,
294,INDIAN PITTA,/kaggle/input/100-bird-species/test/INDIAN PITTA/4.jpg,294,1,
294,INDIAN PITTA,/kaggle/input/100-bird-species/test/INDIAN PITTA/3.jpg,294,1,
294,INDIAN PITTA,/kaggle/input/100-bird-species/test/INDIAN PITTA/5.jpg,294,1,
294,INDIAN PITTA,/kaggle/input/100-bird-species/test/INDIAN PITTA/1.jpg,294,1,
294,INDIAN PITTA,/kaggle/input/100-bird-species/test/INDIAN PITTA/2.jpg,294,1,
295,INDIAN ROLLER,/kaggle/input/100-bird-species/test/INDIAN ROLLER/4.jpg,295,1,
295,INDIAN ROLLER,/kaggle/input/100-bird-species/test/INDIAN ROLLER/1.jpg,295,1,
295,INDIAN ROLLER,/kaggle/input/100-bird-species/test/INDIAN ROLLER/5.jpg,295,1,
295,INDIAN ROLLER,/kaggle/input/100-bird-species/test/INDIAN ROLLER/2.jpg,295,1,
295,INDIAN ROLLER,/kaggle/input/100-bird-species/test/INDIAN ROLLER/3.jpg,295,1,
296,INDIAN VULTURE,/kaggle/input/100-bird-species/test/INDIAN VULTURE/5.jpg,296,1,
296,INDIAN VULTURE,/kaggle/input/100-bird-species/test/INDIAN VULTURE/4.jpg,296,1,
296,INDIAN VULTURE,/kaggle/input/100-bird-species/test/INDIAN VULTURE/3.jpg,296,1,
296,INDIAN VULTURE,/kaggle/input/100-bird-species/test/INDIAN VULTURE/2.jpg,296,1,
296,INDIAN VULTURE,/kaggle/input/100-bird-species/test/INDIAN VULTURE/1.jpg,296,1,
297,INDIGO BUNTING,/kaggle/input/100-bird-species/test/INDIGO BUNTING/5.jpg,297,1,
297,INDIGO BUNTING,/kaggle/input/100-bird-species/test/INDIGO BUNTING/3.jpg,297,1,
297,INDIGO BUNTING,/kaggle/input/100-bird-species/test/INDIGO BUNTING/4.jpg,297,1,
297,INDIGO BUNTING,/kaggle/input/100-bird-species/test/INDIGO BUNTING/2.jpg,297,1,
297,INDIGO BUNTING,/kaggle/input/100-bird-species/test/INDIGO BUNTING/1.jpg,297,1,
298,INDIGO FLYCATCHER,/kaggle/input/100-bird-species/test/INDIGO FLYCATCHER/1.jpg,298,1,
298,INDIGO FLYCATCHER,/kaggle/input/100-bird-species/test/INDIGO FLYCATCHER/5.jpg,298,1,
298,INDIGO FLYCATCHER,/kaggle/input/100-bird-species/test/INDIGO FLYCATCHER/4.jpg,298,1,
298,INDIGO FLYCATCHER,/kaggle/input/100-bird-species/test/INDIGO FLYCATCHER/3.jpg,298,1,
298,INDIGO FLYCATCHER,/kaggle/input/100-bird-species/test/INDIGO FLYCATCHER/2.jpg,298,1,
299,INLAND DOTTEREL,/kaggle/input/100-bird-species/test/INLAND DOTTEREL/5.jpg,299,1,
299,INLAND DOTTEREL,/kaggle/input/100-bird-species/test/INLAND DOTTEREL/4.jpg,299,1,
299,INLAND DOTTEREL,/kaggle/input/100-bird-species/test/INLAND DOTTEREL/3.jpg,299,1,
299,INLAND DOTTEREL,/kaggle/input/100-bird-species/test/INLAND DOTTEREL/2.jpg,299,1,
299,INLAND DOTTEREL,/kaggle/input/100-bird-species/test/INLAND DOTTEREL/1.jpg,299,1,
300,IVORY BILLED ARACARI,/kaggle/input/100-bird-species/test/IVORY BILLED ARACARI/4.jpg,300,1,
300,IVORY BILLED ARACARI,/kaggle/input/100-bird-species/test/IVORY BILLED ARACARI/3.jpg,300,1,
300,IVORY BILLED ARACARI,/kaggle/input/100-bird-species/test/IVORY BILLED ARACARI/2.jpg,300,1,
300,IVORY BILLED ARACARI,/kaggle/input/100-bird-species/test/IVORY BILLED ARACARI/1.jpg,300,1,
300,IVORY BILLED ARACARI,/kaggle/input/100-bird-species/test/IVORY BILLED ARACARI/5.jpg,300,1,
301,IVORY GULL,/kaggle/input/100-bird-species/test/IVORY GULL/2.jpg,301,1,
301,IVORY GULL,/kaggle/input/100-bird-species/test/IVORY GULL/5.jpg,301,1,
301,IVORY GULL,/kaggle/input/100-bird-species/test/IVORY GULL/4.jpg,301,1,
301,IVORY GULL,/kaggle/input/100-bird-species/test/IVORY GULL/1.jpg,301,1,
301,IVORY GULL,/kaggle/input/100-bird-species/test/IVORY GULL/3.jpg,301,1,
302,IWI,/kaggle/input/100-bird-species/test/IWI/5.jpg,302,1,
302,IWI,/kaggle/input/100-bird-species/test/IWI/4.jpg,302,1,
302,IWI,/kaggle/input/100-bird-species/test/IWI/3.jpg,302,1,
302,IWI,/kaggle/input/100-bird-species/test/IWI/2.jpg,302,1,
302,IWI,/kaggle/input/100-bird-species/test/IWI/1.jpg,302,1,
303,JABIRU,/kaggle/input/100-bird-species/test/JABIRU/5.jpg,303,1,
303,JABIRU,/kaggle/input/100-bird-species/test/JABIRU/4.jpg,303,1,
303,JABIRU,/kaggle/input/100-bird-species/test/JABIRU/3.jpg,303,1,
303,JABIRU,/kaggle/input/100-bird-species/test/JABIRU/2.jpg,303,1,
303,JABIRU,/kaggle/input/100-bird-species/test/JABIRU/1.jpg,303,1,
304,JACK SNIPE,/kaggle/input/100-bird-species/test/JACK SNIPE/5.jpg,304,1,
304,JACK SNIPE,/kaggle/input/100-bird-species/test/JACK SNIPE/4.jpg,304,1,
304,JACK SNIPE,/kaggle/input/100-bird-species/test/JACK SNIPE/3.jpg,304,1,
304,JACK SNIPE,/kaggle/input/100-bird-species/test/JACK SNIPE/2.jpg,304,1,
304,JACK SNIPE,/kaggle/input/100-bird-species/test/JACK SNIPE/1.jpg,304,1,
305,JACOBIN PIGEON,/kaggle/input/100-bird-species/test/JACOBIN PIGEON/5.jpg,305,1,
305,JACOBIN PIGEON,/kaggle/input/100-bird-species/test/JACOBIN PIGEON/4.jpg,305,1,
305,JACOBIN PIGEON,/kaggle/input/100-bird-species/test/JACOBIN PIGEON/2.jpg,305,1,
305,JACOBIN PIGEON,/kaggle/input/100-bird-species/test/JACOBIN PIGEON/1.jpg,305,1,
305,JACOBIN PIGEON,/kaggle/input/100-bird-species/test/JACOBIN PIGEON/3.jpg,305,1,
306,JANDAYA PARAKEET,/kaggle/input/100-bird-species/test/JANDAYA PARAKEET/5.jpg,306,1,
306,JANDAYA PARAKEET,/kaggle/input/100-bird-species/test/JANDAYA PARAKEET/4.jpg,306,1,
306,JANDAYA PARAKEET,/kaggle/input/100-bird-species/test/JANDAYA PARAKEET/3.jpg,306,1,
306,JANDAYA PARAKEET,/kaggle/input/100-bird-species/test/JANDAYA PARAKEET/2.jpg,306,1,
306,JANDAYA PARAKEET,/kaggle/input/100-bird-species/test/JANDAYA PARAKEET/1.jpg,306,1,
307,JAPANESE ROBIN,/kaggle/input/100-bird-species/test/JAPANESE ROBIN/4.jpg,307,1,
307,JAPANESE ROBIN,/kaggle/input/100-bird-species/test/JAPANESE ROBIN/5.jpg,307,1,
307,JAPANESE ROBIN,/kaggle/input/100-bird-species/test/JAPANESE ROBIN/2.jpg,307,1,
307,JAPANESE ROBIN,/kaggle/input/100-bird-species/test/JAPANESE ROBIN/1.jpg,307,1,
307,JAPANESE ROBIN,/kaggle/input/100-bird-species/test/JAPANESE ROBIN/3.jpg,307,1,
308,JAVA SPARROW,/kaggle/input/100-bird-species/test/JAVA SPARROW/2.jpg,308,1,
308,JAVA SPARROW,/kaggle/input/100-bird-species/test/JAVA SPARROW/1.jpg,308,1,
308,JAVA SPARROW,/kaggle/input/100-bird-species/test/JAVA SPARROW/5.jpg,308,1,
308,JAVA SPARROW,/kaggle/input/100-bird-species/test/JAVA SPARROW/3.jpg,308,1,
308,JAVA SPARROW,/kaggle/input/100-bird-species/test/JAVA SPARROW/4.jpg,308,1,
309,JOCOTOCO ANTPITTA,/kaggle/input/100-bird-species/test/JOCOTOCO ANTPITTA/5.jpg,309,1,
309,JOCOTOCO ANTPITTA,/kaggle/input/100-bird-species/test/JOCOTOCO ANTPITTA/2.jpg,309,1,
309,JOCOTOCO ANTPITTA,/kaggle/input/100-bird-species/test/JOCOTOCO ANTPITTA/4.jpg,309,1,
309,JOCOTOCO ANTPITTA,/kaggle/input/100-bird-species/test/JOCOTOCO ANTPITTA/1.jpg,309,1,
309,JOCOTOCO ANTPITTA,/kaggle/input/100-bird-species/test/JOCOTOCO ANTPITTA/3.jpg,309,1,
310,KAGU,/kaggle/input/100-bird-species/test/KAGU/4.jpg,310,1,
310,KAGU,/kaggle/input/100-bird-species/test/KAGU/3.jpg,310,1,
310,KAGU,/kaggle/input/100-bird-species/test/KAGU/5.jpg,310,1,
310,KAGU,/kaggle/input/100-bird-species/test/KAGU/1.jpg,310,1,
310,KAGU,/kaggle/input/100-bird-species/test/KAGU/2.jpg,310,1,
311,KAKAPO,/kaggle/input/100-bird-species/test/KAKAPO/2.jpg,311,1,
311,KAKAPO,/kaggle/input/100-bird-species/test/KAKAPO/3.jpg,311,1,
311,KAKAPO,/kaggle/input/100-bird-species/test/KAKAPO/1.jpg,311,1,
